id_fatura,id_pedido,data_emissao,data_vencimento,valor_fatura,status_fatura,dias_em_atraso
52143,91627,2022-10-11,2022-11-10,568.04,aberta,0
52144,41413,2024-08-24,2024-09-23,504.13,aberta,0
52145,101635,2022-08-14,2022-09-04,1828.46,paga,0
52146,62465,2022-12-17,2022-12-31,1762.68,paga,0
52147,23211,2022-04-19,2022-04-26,297.16,atrasada,15
52148,78457,2024-10-10,2024-11-09,567.05,paga,0
52149,91156,2022-06-02,2022-06-16,1012.08,aberta,0
52150,35650,2022-11-24,2022-12-08,495.96,aberta,0
52151,56738,2024-04-01,2024-04-15,825.18,aberta,0
52152,40746,2022-09-29,2022-10-20,637.51,atrasada,7
52153,52731,2024-10-22,2024-11-12,532.72,paga,0
52154,33937,2023-11-20,2023-12-11,502.88,paga,0
52155,38910,2024-02-26,2024-03-18,507.28,aberta,0
52156,14827,2025-01-12,2025-02-02,778.88,aberta,0
52157,9778,2023-01-07,2023-01-07,656.56,aberta,0
52158,59986,2024-11-30,2024-12-30,1558.22,aberta,0
52159,35366,2022-12-07,2022-12-28,478.99,atrasada,3
52160,89620,2024-05-30,2024-06-20,817.66,paga,0
52161,66426,2023-01-25,2023-02-15,624.06,paga,0
52162,68688,2024-08-16,2024-08-16,259.53,atrasada,30
52163,107941,2024-08-12,2024-09-02,557.68,paga,0
52164,88796,2023-03-29,2023-04-05,655.43,aberta,0
52165,21775,2022-05-07,2022-05-21,237.96,aberta,0
52166,68724,2022-09-15,2022-09-15,971.52,paga,0
52167,45978,2024-03-06,2024-03-06,279.56,atrasada,3
52168,88836,2022-10-18,2022-10-25,706.67,paga,0
52169,103976,2024-11-08,2024-11-22,642.97,atrasada,1
52170,50424,2024-07-10,2024-07-31,1037.53,paga,0
52171,36769,2025-07-02,2025-08-01,737.11,paga,0
52172,165,2025-02-08,2025-03-10,1764.32,aberta,0
52173,81476,2023-12-12,2024-01-02,276.03,paga,0
52174,65245,2023-07-19,2023-08-02,786.69,aberta,0
52175,82219,2025-09-04,2025-09-18,666.48,paga,0
52176,40483,2022-10-20,2022-11-19,1341.38,paga,0
52177,97076,2023-05-30,2023-06-13,1199.62,paga,0
52178,90212,2022-10-12,2022-10-26,305.37,atrasada,3
52179,92144,2023-08-03,2023-08-03,1561.2,paga,0
52180,33724,2025-06-21,2025-07-12,495.34,paga,0
52181,77458,2022-11-16,2022-11-30,2589.07,paga,0
52182,84047,2023-07-03,2023-08-02,581.94,paga,0
52183,99600,2022-05-30,2022-06-13,492.05,paga,0
52184,42759,2023-03-31,2023-04-14,606.1,paga,0
52185,70113,2022-11-07,2022-11-28,839.17,paga,0
52186,16037,2024-05-05,2024-05-26,129.86,paga,0
52187,105047,2022-07-18,2022-08-17,892.23,paga,0
52188,66187,2025-01-27,2025-02-03,750.68,paga,0
52189,102413,2022-03-22,2022-03-29,591.35,paga,0
52190,8916,2023-05-23,2023-06-13,625.31,atrasada,15
52191,88303,2024-03-19,2024-04-18,705.29,atrasada,15
52192,61883,2023-06-05,2023-06-26,695.33,paga,0
52193,46787,2022-02-05,2022-02-26,847.06,paga,0
52194,84726,2022-08-04,2022-09-03,623.4,paga,0
52195,7401,2024-02-10,2024-03-02,695.1,aberta,0
52196,20610,2023-02-21,2023-02-21,385.72,paga,0
52197,116728,2022-05-01,2022-05-15,811.73,aberta,0
52198,48858,2023-02-08,2023-02-22,520.52,paga,0
52199,37633,2023-12-26,2024-01-16,716.81,paga,0
52200,43748,2023-08-21,2023-09-04,970.79,paga,0
52201,99906,2024-01-31,2024-02-07,891.02,paga,0
52202,104167,2023-08-24,2023-09-14,1083.09,paga,0
52203,49156,2022-12-27,2023-01-17,830.77,aberta,0
52204,44576,2025-08-04,2025-09-03,371.91,paga,0
52205,72509,2022-08-03,2022-09-02,1179.96,paga,0
52206,108407,2022-01-05,2022-01-05,725.69,paga,0
52207,291,2022-09-21,2022-10-12,618.46,paga,0
52208,76275,2025-08-16,2025-08-30,2125.96,aberta,0
52209,5490,2024-11-08,2024-12-08,575.02,atrasada,3
52210,23084,2024-05-29,2024-06-19,410.29,paga,0
52211,55882,2025-07-22,2025-08-12,916.93,aberta,0
52212,40649,2024-07-13,2024-07-27,625.85,paga,0
52213,65246,2024-06-15,2024-06-29,2051.3,aberta,0
52214,7669,2025-07-31,2025-08-14,1027.64,aberta,0
52215,30209,2022-04-30,2022-05-21,1243.55,paga,0
52216,28328,2025-06-20,2025-07-11,1118.75,paga,0
52217,105547,2022-12-12,2023-01-11,669.05,paga,0
52218,59444,2023-05-28,2023-06-18,1153.25,paga,0
52219,86153,2023-05-12,2023-05-19,835.25,paga,0
52220,36083,2023-08-30,2023-09-20,773.35,paga,0
52221,55858,2022-12-15,2022-12-29,637.3,paga,0
52222,114525,2024-11-14,2024-11-14,667.03,paga,0
52223,47741,2023-01-24,2023-02-14,759.71,paga,0
52224,65033,2025-04-29,2025-05-20,1581.82,atrasada,1
52225,3608,2025-05-24,2025-05-31,1393.24,aberta,0
52226,108593,2024-12-09,2024-12-09,463.46,paga,0
52227,64190,2025-05-29,2025-06-05,1263.14,paga,0
52228,95085,2025-01-17,2025-01-31,708.43,paga,0
52229,81747,2024-05-18,2024-05-25,276.31,atrasada,1
52230,80807,2023-06-26,2023-07-26,910.29,paga,0
52231,40911,2022-06-01,2022-06-22,1089.3,aberta,0
52232,100494,2025-07-01,2025-07-08,532.34,paga,0
52233,3342,2025-08-14,2025-09-04,1294.99,paga,0
52234,105091,2022-01-08,2022-01-15,1795.33,paga,0
52235,80302,2023-04-15,2023-05-15,507.03,aberta,0
52236,50926,2024-08-18,2024-08-18,1016.09,paga,0
52237,61491,2023-12-26,2024-01-09,931.91,atrasada,3
52238,76832,2024-10-04,2024-11-03,609.08,paga,0
52239,32190,2023-06-23,2023-07-14,346.23,aberta,0
52240,58088,2024-03-23,2024-04-13,848.84,aberta,0
52241,37183,2024-10-23,2024-11-13,837.64,atrasada,1
52242,76740,2024-01-08,2024-01-29,711.47,paga,0
52243,91268,2022-02-02,2022-02-23,538.77,atrasada,1
52244,80212,2024-05-18,2024-06-08,337.3,paga,0
52245,95892,2025-09-15,2025-10-06,199.02,aberta,0
52246,91762,2023-12-11,2023-12-25,348.4,atrasada,3
52247,2485,2022-12-07,2023-01-06,476.01,paga,0
52248,43520,2023-11-23,2023-12-14,332.74,paga,0
52249,54631,2022-02-01,2022-02-15,460.92,paga,0
52250,15337,2022-06-16,2022-07-16,628.63,aberta,0
52251,111084,2024-10-26,2024-11-02,953.24,atrasada,1
52252,36470,2024-07-09,2024-07-30,520.83,aberta,0
52253,69364,2023-09-12,2023-10-03,1105.74,paga,0
52254,30392,2022-05-04,2022-05-25,723.39,paga,0
52255,105620,2022-09-05,2022-09-26,743.92,paga,0
52256,74259,2023-07-10,2023-08-09,2205.8,paga,0
52257,67994,2022-08-20,2022-09-10,570.71,paga,0
52258,10974,2022-09-26,2022-10-17,758.39,paga,0
52259,54670,2023-10-14,2023-10-21,561.8,paga,0
52260,111479,2025-08-21,2025-09-20,435.97,paga,0
52261,56821,2024-08-30,2024-09-13,860.84,paga,0
52262,102,2022-10-10,2022-11-09,533.09,paga,0
52263,91188,2024-11-06,2024-11-27,479.51,paga,0
52264,101887,2025-08-23,2025-09-06,1151.36,paga,0
52265,98372,2025-08-11,2025-08-25,601.01,atrasada,3
52266,30885,2025-07-11,2025-07-18,559.73,paga,0
52267,119834,2022-07-26,2022-08-02,580.84,aberta,0
52268,10280,2024-06-01,2024-06-08,422.19,paga,0
52269,119912,2023-07-05,2023-07-19,346.99,paga,0
52270,32177,2023-05-14,2023-05-28,1699.81,paga,0
52271,114390,2025-08-24,2025-08-31,209.51,aberta,0
52272,113854,2025-08-08,2025-09-07,888.78,aberta,0
52273,19331,2022-06-25,2022-07-25,383.88,paga,0
52274,13214,2024-04-16,2024-05-16,304.91,aberta,0
52275,116650,2022-04-27,2022-05-11,989.21,aberta,0
52276,111653,2023-11-09,2023-11-23,738.47,paga,0
52277,86268,2024-08-25,2024-09-15,479.39,paga,0
52278,39193,2025-06-08,2025-06-22,2592.63,paga,0
52279,82237,2025-02-27,2025-03-13,315.4,paga,0
52280,21953,2025-09-03,2025-09-24,602.71,paga,0
52281,54886,2022-05-28,2022-06-18,948.5,paga,0
52282,93645,2024-11-25,2024-12-02,579.29,paga,0
52283,117161,2024-03-07,2024-04-06,377.09,paga,0
52284,83948,2022-06-20,2022-07-11,264.56,aberta,0
52285,31781,2023-10-07,2023-11-06,121.7,paga,0
52286,39326,2023-03-29,2023-04-19,193.67,atrasada,15
52287,107808,2024-06-08,2024-06-22,1619.64,paga,0
52288,48397,2022-02-18,2022-03-20,663.5,paga,0
52289,47753,2022-03-11,2022-03-25,1261.6,paga,0
52290,97251,2024-05-28,2024-06-18,509.56,paga,0
52291,57586,2022-08-21,2022-09-20,658.88,paga,0
52292,12196,2024-06-11,2024-07-02,558.69,paga,0
52293,51863,2024-04-22,2024-05-22,384.27,aberta,0
52294,9746,2022-08-15,2022-08-15,989.73,paga,0
52295,110323,2022-01-11,2022-01-25,924.73,paga,0
52296,19487,2025-01-09,2025-01-30,870.86,aberta,0
52297,42739,2022-05-11,2022-06-10,580.63,paga,0
52298,77856,2025-07-21,2025-08-11,817.42,paga,0
52299,110311,2023-07-30,2023-08-13,2347.8,paga,0
52300,28401,2023-11-15,2023-12-06,1666.36,paga,0
52301,111044,2023-07-12,2023-07-26,1835.59,paga,0
52302,107121,2023-03-05,2023-03-26,220.57,paga,0
52303,91378,2023-06-23,2023-07-14,1294.13,aberta,0
52304,18303,2025-04-30,2025-05-21,963.5,aberta,0
52305,61989,2025-08-04,2025-08-25,446.89,paga,0
52306,81899,2025-01-26,2025-02-16,636.57,atrasada,3
52307,83699,2022-04-05,2022-04-26,683.93,aberta,0
52308,40197,2022-11-16,2022-11-23,697.84,paga,0
52309,23432,2024-04-26,2024-05-03,654.37,aberta,0
52310,15962,2022-07-03,2022-07-17,162.63,paga,0
52311,71521,2022-06-11,2022-06-25,640.55,aberta,0
52312,93620,2022-09-29,2022-10-20,1548.49,paga,0
52313,115486,2025-03-18,2025-03-18,317.74,paga,0
52314,99995,2023-05-14,2023-06-04,212.02,paga,0
52315,87561,2023-11-12,2023-11-19,424.02,paga,0
52316,30299,2025-01-15,2025-02-14,1489.82,aberta,0
52317,83895,2023-08-26,2023-09-25,424.02,aberta,0
52318,47410,2022-07-04,2022-07-18,1505.96,paga,0
52319,111647,2025-01-16,2025-01-30,988.87,paga,0
52320,24883,2024-12-12,2024-12-26,885.63,aberta,0
52321,77057,2025-06-19,2025-07-10,991.08,paga,0
52322,100022,2024-09-03,2024-09-17,1053.28,atrasada,3
52323,46710,2025-06-02,2025-06-09,604.95,paga,0
52324,58190,2022-03-21,2022-04-11,840.47,paga,0
52325,91250,2023-02-21,2023-03-07,681.04,paga,0
52326,51454,2025-06-03,2025-06-17,362.56,paga,0
52327,69775,2023-10-22,2023-11-12,2326.14,aberta,0
52328,2548,2024-05-12,2024-05-19,295.08,paga,0
52329,56242,2024-09-24,2024-10-15,671.2,paga,0
52330,34823,2023-03-25,2023-04-01,517.16,paga,0
52331,118717,2022-01-30,2022-02-06,1608.19,aberta,0
52332,97421,2022-01-03,2022-01-24,250.71,paga,0
52333,104421,2025-05-26,2025-06-16,1734.77,paga,0
52334,5930,2022-12-11,2022-12-25,368.32,paga,0
52335,45821,2023-09-22,2023-09-29,1072.9,paga,0
52336,35238,2025-03-30,2025-04-13,349.37,paga,0
52337,37399,2025-09-15,2025-09-29,470.98,paga,0
52338,91333,2025-04-30,2025-05-30,212.79,paga,0
52339,81984,2024-12-26,2025-01-16,938.79,paga,0
52340,17567,2022-05-03,2022-05-17,2918.69,paga,0
52341,70694,2025-08-28,2025-09-18,370.06,paga,0
52342,66410,2022-01-17,2022-01-31,1187.11,paga,0
52343,90479,2024-06-07,2024-06-28,460.75,atrasada,3
52344,104407,2022-12-22,2023-01-12,248.72,aberta,0
52345,106729,2023-09-19,2023-10-03,178.73,paga,0
52346,31471,2025-08-06,2025-09-05,1037.54,aberta,0
52347,77442,2023-07-10,2023-07-31,1442.82,aberta,0
52348,60128,2024-07-05,2024-07-19,186.51,paga,0
52349,30791,2022-09-22,2022-10-06,339.32,paga,0
52350,24018,2022-07-09,2022-08-08,560.44,paga,0
52351,35049,2025-01-25,2025-02-24,642.65,aberta,0
52352,47711,2022-03-13,2022-04-03,211.46,paga,0
52353,66316,2024-07-07,2024-07-07,737.29,paga,0
52354,4374,2022-11-18,2022-12-18,2083.96,paga,0
52355,100423,2023-03-20,2023-04-10,612.34,aberta,0
52356,72244,2022-07-18,2022-08-08,1262.01,paga,0
52357,32580,2023-03-29,2023-04-12,98.09,paga,0
52358,1509,2024-06-21,2024-07-12,1145.64,paga,0
52359,53961,2022-09-02,2022-10-02,465.62,paga,0
52360,40504,2023-01-19,2023-02-09,386.32,paga,0
52361,33946,2023-09-11,2023-09-18,441.38,paga,0
52362,5073,2022-06-23,2022-07-07,1224.31,paga,0
52363,86128,2023-12-09,2023-12-30,630.76,atrasada,15
52364,45658,2024-12-14,2025-01-13,383.97,paga,0
52365,36616,2025-01-16,2025-01-16,1328.87,paga,0
52366,11581,2025-08-19,2025-09-09,231.94,aberta,0
52367,52187,2023-12-07,2023-12-28,1170.7,paga,0
52368,8755,2023-03-08,2023-03-22,676.76,paga,0
52369,77449,2022-08-18,2022-09-08,591.19,atrasada,30
52370,108734,2024-02-18,2024-03-03,669.51,paga,0
52371,112687,2024-07-27,2024-08-17,1039.57,paga,0
52372,76620,2024-02-16,2024-03-17,296.22,atrasada,1
52373,78348,2025-07-03,2025-07-24,1139.47,aberta,0
52374,33284,2022-10-05,2022-10-26,2290.06,aberta,0
52375,74669,2024-12-19,2025-01-02,546.44,paga,0
52376,85195,2023-06-24,2023-07-08,514.16,aberta,0
52377,110501,2023-03-12,2023-04-02,298.89,aberta,0
52378,92562,2022-12-28,2023-01-18,363.89,paga,0
52379,40284,2024-12-01,2024-12-01,975.29,paga,0
52380,97062,2022-06-08,2022-06-29,1600.83,paga,0
52381,43005,2024-07-05,2024-08-04,316.32,paga,0
52382,93298,2022-06-22,2022-07-13,426.01,aberta,0
52383,115358,2025-05-14,2025-05-21,541.85,paga,0
52384,12146,2024-09-11,2024-09-25,244.32,aberta,0
52385,77681,2025-06-15,2025-07-15,482.81,paga,0
52386,72441,2023-01-07,2023-02-06,236.34,paga,0
52387,66643,2022-04-04,2022-04-18,1012.29,paga,0
52388,16654,2022-04-25,2022-05-09,587.55,aberta,0
52389,18255,2022-12-11,2023-01-01,1158.35,paga,0
52390,72747,2022-09-08,2022-09-29,1236.23,aberta,0
52391,79422,2023-02-27,2023-03-20,735.45,paga,0
52392,86739,2022-05-17,2022-06-07,369.54,paga,0
52393,77763,2025-04-02,2025-04-16,281.61,aberta,0
52394,38973,2023-11-23,2023-12-14,735.96,aberta,0
52395,32264,2022-05-07,2022-05-28,1910.59,aberta,0
52396,119906,2023-02-12,2023-02-26,264.14,aberta,0
52397,108532,2022-08-09,2022-08-23,1025.68,atrasada,30
52398,74618,2022-04-18,2022-05-02,922.59,paga,0
52399,36028,2024-10-14,2024-10-28,1328.72,atrasada,15
52400,89536,2024-09-25,2024-10-16,537.64,atrasada,1
52401,90778,2024-01-15,2024-02-14,680.59,aberta,0
52402,118594,2024-02-10,2024-03-11,1577.15,aberta,0
52403,29423,2025-03-22,2025-03-29,391.43,paga,0
52404,61147,2025-05-11,2025-06-10,467.18,paga,0
52405,18695,2024-07-28,2024-08-18,335.52,paga,0
52406,34527,2025-08-22,2025-09-12,1292.77,aberta,0
52407,15079,2024-07-29,2024-08-12,530.77,paga,0
52408,36831,2022-11-17,2022-11-24,478.55,paga,0
52409,116770,2023-06-08,2023-06-15,732.05,paga,0
52410,41532,2022-04-16,2022-05-07,1546.92,paga,0
52411,12218,2024-01-04,2024-01-25,794.08,paga,0
52412,117452,2023-12-05,2023-12-26,490.36,paga,0
52413,14698,2022-06-30,2022-07-14,458.87,paga,0
52414,101908,2022-03-29,2022-04-12,319.92,paga,0
52415,14659,2025-04-10,2025-04-10,436.29,paga,0
52416,82020,2023-04-30,2023-05-07,578.58,aberta,0
52417,33304,2024-09-24,2024-10-08,532.21,paga,0
52418,96592,2024-01-09,2024-01-30,1403.04,atrasada,7
52419,11802,2023-08-11,2023-09-01,482.01,aberta,0
52420,102885,2024-03-08,2024-03-08,658.34,paga,0
52421,6069,2022-06-21,2022-07-05,715.51,paga,0
52422,47444,2023-05-23,2023-06-22,1418.14,paga,0
52423,3660,2024-03-03,2024-03-24,1203.27,paga,0
52424,52747,2024-09-13,2024-10-04,707.84,paga,0
52425,98284,2024-10-29,2024-11-28,1286.77,aberta,0
52426,98250,2023-05-10,2023-06-09,2093.48,paga,0
52427,75051,2022-05-28,2022-06-27,519.68,paga,0
52428,107429,2023-06-12,2023-06-19,623.44,paga,0
52429,7405,2022-03-17,2022-04-07,490.73,paga,0
52430,102583,2022-02-10,2022-02-17,152.12,aberta,0
52431,110733,2022-10-01,2022-10-08,622.89,paga,0
52432,6473,2022-05-25,2022-06-24,374.07,paga,0
52433,98455,2022-11-22,2022-12-06,968.03,atrasada,3
52434,48957,2023-04-21,2023-04-28,645.39,aberta,0
52435,14454,2024-07-19,2024-08-18,1391.26,paga,0
52436,119340,2023-07-07,2023-07-14,670.66,aberta,0
52437,29032,2024-11-11,2024-12-02,598.97,paga,0
52438,94303,2022-12-26,2023-01-16,618.41,atrasada,7
52439,86849,2023-06-25,2023-07-16,174.91,paga,0
52440,32795,2025-04-29,2025-05-20,1032.93,paga,0
52441,25856,2025-02-26,2025-03-12,983.15,paga,0
52442,73134,2024-06-15,2024-06-22,831.24,aberta,0
52443,106829,2024-02-02,2024-02-16,670.63,paga,0
52444,108193,2023-01-23,2023-02-22,195.18,aberta,0
52445,38074,2024-04-16,2024-05-07,679.56,paga,0
52446,45663,2022-06-11,2022-07-11,1147.78,aberta,0
52447,93035,2022-11-26,2022-12-26,89.78,aberta,0
52448,49132,2023-09-13,2023-10-13,444.5,paga,0
52449,29825,2024-12-27,2025-01-26,846.37,paga,0
52450,104961,2023-08-17,2023-08-17,660.95,aberta,0
52451,72640,2024-06-13,2024-06-27,502.77,paga,0
52452,27149,2024-09-22,2024-10-06,442.38,paga,0
52453,118694,2022-03-17,2022-03-24,396.38,paga,0
52454,5220,2024-03-20,2024-04-10,1248.89,paga,0
52455,70413,2025-03-16,2025-04-06,742.92,paga,0
52456,20969,2025-03-08,2025-04-07,1403.85,paga,0
52457,75280,2022-06-07,2022-06-28,310.08,atrasada,1
52458,44566,2024-09-01,2024-10-01,316.87,atrasada,15
52459,13341,2024-11-15,2024-12-06,777.99,paga,0
52460,71629,2023-02-16,2023-03-02,292.25,atrasada,15
52461,104306,2025-02-05,2025-02-19,574.41,paga,0
52462,118525,2022-04-29,2022-05-20,481.03,paga,0
52463,116558,2022-08-26,2022-09-16,1175.01,paga,0
52464,64975,2023-09-28,2023-10-12,876.21,paga,0
52465,68951,2024-06-29,2024-07-20,976.98,paga,0
52466,102962,2022-07-14,2022-07-28,889.39,atrasada,7
52467,69582,2024-03-24,2024-04-23,738.01,aberta,0
52468,8016,2023-09-27,2023-10-11,231.16,paga,0
52469,54054,2024-03-23,2024-04-22,650.81,paga,0
52470,16262,2023-08-24,2023-09-14,1319.51,paga,0
52471,60578,2022-05-28,2022-06-18,857.1,paga,0
52472,13766,2023-12-23,2024-01-06,511.43,aberta,0
52473,103967,2022-03-24,2022-04-14,1560.78,paga,0
52474,4003,2022-12-19,2023-01-09,537.36,paga,0
52475,45056,2022-02-22,2022-03-08,1507.94,aberta,0
52476,15069,2024-05-10,2024-05-31,1816.32,atrasada,7
52477,5824,2023-05-12,2023-05-26,1659.92,paga,0
52478,114728,2025-05-03,2025-05-10,532.36,paga,0
52479,17840,2023-07-14,2023-08-13,533.79,aberta,0
52480,35067,2025-08-13,2025-09-12,217.89,paga,0
52481,76850,2023-12-26,2024-01-16,398.79,atrasada,7
52482,92770,2022-09-21,2022-09-21,858.74,paga,0
52483,103333,2025-07-24,2025-08-14,870.01,paga,0
52484,29350,2022-01-14,2022-01-21,332.18,atrasada,15
52485,32119,2022-06-14,2022-06-21,1946.37,paga,0
52486,42522,2022-02-15,2022-03-08,1755.6,paga,0
52487,67244,2022-03-07,2022-03-28,1072.24,paga,0
52488,46352,2025-08-04,2025-08-18,619.19,aberta,0
52489,22893,2023-11-26,2023-12-03,1203.29,paga,0
52490,60594,2023-05-19,2023-06-18,736.43,paga,0
52491,60908,2024-12-10,2024-12-31,928.58,aberta,0
52492,62849,2023-02-07,2023-02-28,443.88,aberta,0
52493,32411,2022-10-06,2022-10-27,1282.07,aberta,0
52494,60456,2022-04-25,2022-05-16,1482.49,aberta,0
52495,16724,2024-07-28,2024-08-18,385.15,paga,0
52496,39949,2022-12-10,2022-12-17,532.77,aberta,0
52497,108725,2023-12-14,2024-01-04,713.05,aberta,0
52498,38419,2022-05-02,2022-05-09,383.33,paga,0
52499,50181,2025-07-20,2025-08-19,1169.08,paga,0
52500,56585,2022-12-24,2023-01-07,1260.72,paga,0
52501,70483,2023-05-13,2023-06-03,870.16,paga,0
52502,32181,2022-11-15,2022-11-29,368.59,paga,0
52503,32715,2025-08-06,2025-09-05,497.51,aberta,0
52504,73759,2024-04-28,2024-05-19,2868.93,paga,0
52505,102479,2023-06-03,2023-07-03,941.78,paga,0
52506,44703,2024-12-13,2025-01-03,355.6,paga,0
52507,90308,2025-05-11,2025-05-25,803.5,aberta,0
52508,80350,2022-08-18,2022-08-25,1021.47,aberta,0
52509,21830,2023-11-28,2023-12-12,1030.72,paga,0
52510,115181,2024-12-23,2025-01-22,589.81,aberta,0
52511,22376,2023-08-21,2023-09-20,750.28,paga,0
52512,58605,2023-06-26,2023-07-17,795.7,paga,0
52513,52693,2022-02-19,2022-03-05,590.95,paga,0
52514,17073,2025-05-14,2025-06-04,234.84,paga,0
52515,107566,2022-10-14,2022-11-13,802.45,paga,0
52516,36968,2025-02-15,2025-02-22,1111.96,paga,0
52517,78971,2023-01-21,2023-02-04,761.57,paga,0
52518,59490,2024-09-22,2024-10-13,598.56,paga,0
52519,101477,2022-05-01,2022-05-15,1414.31,aberta,0
52520,104285,2023-08-29,2023-09-19,747.91,paga,0
52521,76049,2024-03-25,2024-04-15,868.78,paga,0
52522,48854,2023-11-07,2023-11-21,710.84,aberta,0
52523,81719,2024-10-28,2024-11-18,579.98,paga,0
52524,51187,2023-11-22,2023-12-13,613.28,paga,0
52525,43662,2023-02-01,2023-02-22,1231.4,paga,0
52526,78043,2025-05-26,2025-06-16,413.18,aberta,0
52527,47473,2025-01-30,2025-02-13,1448.13,aberta,0
52528,51041,2023-04-12,2023-05-03,1633.92,paga,0
52529,6305,2022-12-17,2022-12-31,194.1,paga,0
52530,39419,2024-03-06,2024-03-20,323.98,aberta,0
52531,43051,2023-02-23,2023-03-09,436.12,paga,0
52532,84114,2025-03-11,2025-03-25,599.8,paga,0
52533,115496,2023-07-18,2023-08-01,1009.85,aberta,0
52534,56306,2022-11-19,2022-12-10,659.34,paga,0
52535,77380,2025-04-10,2025-04-17,267.23,paga,0
52536,114863,2025-07-04,2025-07-25,1250.39,paga,0
52537,5667,2023-06-01,2023-06-08,2056.5,paga,0
52538,52929,2024-02-04,2024-03-05,436.87,aberta,0
52539,18501,2022-03-13,2022-04-12,1338.33,paga,0
52540,1626,2023-07-10,2023-07-31,552.6,aberta,0
52541,48414,2024-11-29,2024-12-29,309.8,paga,0
52542,13809,2022-12-29,2023-01-19,530.19,paga,0
52543,78688,2023-12-29,2024-01-19,935.5,paga,0
52544,41083,2025-05-15,2025-05-29,284.91,paga,0
52545,105010,2024-02-27,2024-03-19,339.28,atrasada,7
52546,50920,2025-08-27,2025-09-10,732.6,paga,0
52547,45531,2024-12-02,2024-12-09,535.09,paga,0
52548,4014,2025-02-26,2025-03-19,450.64,atrasada,7
52549,115035,2024-04-02,2024-05-02,645.25,atrasada,3
52550,23038,2024-10-15,2024-11-05,641.62,paga,0
52551,89791,2024-02-15,2024-03-07,1897.19,paga,0
52552,84280,2022-08-08,2022-08-22,1636.63,paga,0
52553,56591,2024-10-21,2024-11-04,511.29,paga,0
52554,105151,2022-01-16,2022-01-30,378.36,paga,0
52555,10804,2025-03-09,2025-04-08,463.97,paga,0
52556,42235,2025-01-07,2025-01-14,681.97,paga,0
52557,73990,2022-02-20,2022-03-22,1987.35,paga,0
52558,37594,2023-11-14,2023-12-05,643.35,paga,0
52559,57697,2023-10-06,2023-11-05,956.43,paga,0
52560,32589,2023-09-13,2023-09-27,1288.94,paga,0
52561,81217,2024-07-11,2024-07-25,313.06,atrasada,15
52562,119695,2024-08-29,2024-09-19,639.04,aberta,0
52563,92197,2022-01-29,2022-02-19,1770.48,paga,0
52564,84364,2023-09-24,2023-10-01,278.44,paga,0
52565,58775,2024-06-06,2024-06-20,697.59,paga,0
52566,11632,2024-01-18,2024-02-17,3276.06,paga,0
52567,63720,2023-04-20,2023-05-11,382.35,aberta,0
52568,37692,2022-05-12,2022-06-02,925.01,paga,0
52569,99970,2022-01-05,2022-02-04,329.41,paga,0
52570,66136,2024-01-01,2024-01-15,355.91,atrasada,3
52571,109044,2023-06-16,2023-07-07,627.04,paga,0
52572,83844,2024-01-26,2024-02-09,2487.17,paga,0
52573,65689,2023-09-26,2023-10-26,283.46,aberta,0
52574,77592,2023-11-11,2023-11-25,215.4,paga,0
52575,81120,2023-06-26,2023-07-10,560.29,paga,0
52576,96508,2025-01-02,2025-01-16,595.62,paga,0
52577,19132,2023-11-28,2023-12-12,1490.95,atrasada,7
52578,24443,2025-07-15,2025-07-29,362.26,paga,0
52579,118906,2022-10-18,2022-11-01,1381.21,paga,0
52580,11392,2025-05-01,2025-05-15,569.71,aberta,0
52581,81115,2022-06-01,2022-07-01,236.98,aberta,0
52582,51431,2025-04-25,2025-05-25,1335.39,aberta,0
52583,1209,2022-05-07,2022-05-21,733.41,paga,0
52584,488,2023-10-31,2023-11-21,200.26,paga,0
52585,98314,2023-12-11,2024-01-01,1400.37,paga,0
52586,117406,2024-07-27,2024-07-27,413.96,paga,0
52587,82174,2024-03-09,2024-03-30,1558.15,atrasada,7
52588,48027,2022-09-27,2022-10-27,434.16,paga,0
52589,9816,2023-08-08,2023-08-29,573.9,aberta,0
52590,57472,2022-06-17,2022-06-24,1405.33,aberta,0
52591,98385,2024-11-20,2024-12-20,403.27,paga,0
52592,55152,2022-10-02,2022-10-16,757.22,aberta,0
52593,103031,2022-02-28,2022-03-14,886.87,paga,0
52594,87143,2022-11-06,2022-12-06,847.81,paga,0
52595,105073,2022-09-09,2022-09-23,830.01,paga,0
52596,85619,2024-08-30,2024-09-20,499.91,paga,0
52597,17055,2025-01-02,2025-01-23,932.92,paga,0
52598,55759,2023-02-15,2023-03-08,1323.37,paga,0
52599,17957,2023-12-10,2024-01-09,1422.72,atrasada,15
52600,2557,2023-04-03,2023-04-24,1165.42,paga,0
52601,119048,2023-08-31,2023-09-07,895.09,paga,0
52602,53187,2022-09-29,2022-10-20,440.09,paga,0
52603,76576,2022-10-29,2022-11-05,655.36,paga,0
52604,77025,2024-10-13,2024-10-27,649.61,paga,0
52605,36558,2025-01-03,2025-01-24,996.19,aberta,0
52606,46359,2022-06-26,2022-06-26,887.15,paga,0
52607,94450,2022-03-08,2022-03-29,673.95,paga,0
52608,79537,2025-01-06,2025-01-06,401.06,paga,0
52609,41473,2023-10-14,2023-10-28,1151.73,paga,0
52610,97293,2023-02-04,2023-02-25,333.57,paga,0
52611,55306,2023-04-25,2023-05-25,758.31,aberta,0
52612,94490,2023-04-10,2023-04-24,1165.68,paga,0
