id_pedido,id_cliente,id_vendedor,data_pedido,status_pedido
48558,20055,176,2023-10-31,em_negociacao
48559,10812,145,2024-04-19,ganho
48560,4114,135,2024-11-25,ganho
48561,23187,109,2022-04-23,ganho
48562,13849,152,2022-07-02,ganho
48563,5558,177,2024-10-26,ganho
48564,5783,112,2025-01-14,ganho
48565,3024,96,2022-03-13,em_negociacao
48566,10657,61,2024-08-07,ganho
48567,15647,132,2022-07-24,em_negociacao
48568,463,47,2022-01-19,ganho
48569,19420,3,2023-03-30,ganho
48570,19462,5,2022-03-07,ganho
48571,5993,9,2025-03-19,ganho
48572,1677,120,2022-09-26,ganho
48573,12240,49,2023-01-04,ganho
48574,24966,160,2025-08-19,ganho
48575,8627,10,2023-04-04,ganho
48576,6575,167,2022-09-25,ganho
48577,11688,163,2022-02-27,em_negociacao
48578,201,200,2025-09-25,em_negociacao
48579,8770,11,2025-08-08,ganho
48580,959,31,2022-01-23,em_negociacao
48581,20162,178,2023-11-01,em_negociacao
48582,9915,82,2022-02-18,ganho
48583,21670,31,2022-02-20,ganho
48584,1303,18,2024-04-03,ganho
48585,22087,116,2023-07-08,ganho
48586,20549,127,2024-07-28,ganho
48587,12363,1,2025-07-11,ganho
48588,189,32,2025-09-22,em_negociacao
48589,8089,67,2022-10-11,ganho
48590,10146,6,2022-05-06,ganho
48591,7906,44,2025-01-16,em_negociacao
48592,14675,70,2022-11-21,em_negociacao
48593,22976,152,2024-04-30,em_negociacao
48594,22365,91,2025-05-16,cancelado
48595,8411,147,2022-05-02,cancelado
48596,15124,93,2025-09-29,cancelado
48597,14058,197,2025-09-25,ganho
48598,21475,69,2022-04-16,ganho
48599,19818,67,2023-09-17,ganho
48600,3871,198,2022-10-30,ganho
48601,24652,160,2024-10-25,ganho
48602,13284,95,2025-04-19,ganho
48603,8754,54,2024-08-10,ganho
48604,18701,42,2023-11-07,ganho
48605,11001,45,2025-05-23,ganho
48606,12457,25,2025-02-03,ganho
48607,17856,164,2023-03-16,ganho
48608,6049,160,2024-08-12,ganho
48609,22222,159,2024-10-03,ganho
48610,12881,53,2025-05-08,ganho
48611,21160,98,2023-07-14,ganho
48612,19915,19,2023-08-04,ganho
48613,15653,156,2025-05-02,em_negociacao
48614,11084,18,2024-10-18,ganho
48615,23791,107,2023-10-28,ganho
48616,6220,3,2024-03-25,ganho
48617,16843,29,2025-08-28,em_negociacao
48618,14040,80,2023-11-09,ganho
48619,1887,112,2024-06-08,ganho
48620,21557,119,2024-01-15,ganho
48621,12383,181,2022-10-02,ganho
48622,19108,173,2023-12-17,ganho
48623,2293,167,2022-08-26,ganho
48624,24813,14,2022-11-07,ganho
48625,21335,86,2022-11-30,ganho
48626,21878,75,2024-05-08,ganho
48627,10576,82,2024-08-09,em_negociacao
48628,3802,141,2024-05-26,ganho
48629,19168,90,2022-04-21,ganho
48630,7325,71,2023-12-11,ganho
48631,4876,170,2024-01-06,ganho
48632,19045,30,2024-04-28,ganho
48633,5713,68,2022-05-05,cancelado
48634,15198,81,2023-12-23,ganho
48635,16638,130,2024-04-29,ganho
48636,2627,74,2023-12-14,em_negociacao
48637,21761,20,2022-12-06,ganho
48638,10000,168,2024-08-31,ganho
48639,15939,157,2023-01-03,ganho
48640,11189,140,2024-03-02,em_negociacao
48641,23331,101,2022-07-03,ganho
48642,20545,142,2024-05-10,ganho
48643,9338,177,2024-02-25,ganho
48644,19051,117,2023-12-10,cancelado
48645,17256,78,2022-08-05,em_negociacao
48646,2042,42,2022-07-03,ganho
48647,18045,65,2023-01-20,em_negociacao
48648,19709,56,2023-02-14,ganho
48649,19813,185,2022-03-19,ganho
48650,4069,122,2023-04-07,em_negociacao
48651,14745,55,2022-05-23,ganho
48652,13930,39,2025-04-03,em_negociacao
48653,8814,153,2024-11-03,cancelado
48654,15959,41,2025-03-19,em_negociacao
48655,13039,95,2023-06-19,em_negociacao
48656,15259,134,2022-05-29,ganho
48657,9093,68,2023-03-11,em_negociacao
48658,6978,69,2023-10-28,ganho
48659,8510,162,2022-02-11,em_negociacao
48660,13151,125,2022-03-16,ganho
48661,18728,111,2024-11-13,ganho
48662,13170,180,2023-10-10,ganho
48663,14942,63,2022-12-24,ganho
48664,18997,85,2024-08-18,ganho
48665,16621,37,2023-03-20,ganho
48666,23079,85,2024-03-27,ganho
48667,14931,31,2024-04-11,cancelado
48668,7515,109,2025-08-30,ganho
48669,2441,181,2024-09-18,em_negociacao
48670,15453,95,2022-03-31,em_negociacao
48671,17991,16,2024-12-11,em_negociacao
48672,1066,45,2022-02-19,ganho
48673,4596,77,2023-01-05,ganho
48674,19743,130,2022-02-23,ganho
48675,23399,12,2025-07-12,cancelado
48676,8489,87,2024-09-01,ganho
48677,19325,122,2022-10-12,ganho
48678,10781,4,2025-07-02,ganho
48679,22732,172,2025-01-15,ganho
48680,10012,150,2022-06-12,em_negociacao
48681,13160,149,2022-02-25,ganho
48682,294,165,2023-01-31,ganho
48683,2204,76,2023-08-19,em_negociacao
48684,12875,96,2024-08-23,em_negociacao
48685,11017,200,2023-01-26,ganho
48686,7071,124,2025-02-11,ganho
48687,3672,188,2025-07-26,ganho
48688,230,191,2025-08-31,em_negociacao
48689,15349,9,2025-08-11,ganho
48690,16525,19,2023-09-14,ganho
48691,16534,44,2023-05-28,ganho
48692,22654,79,2025-04-20,ganho
48693,24024,46,2024-09-10,ganho
48694,13098,137,2022-03-06,ganho
48695,22784,164,2023-12-18,ganho
48696,3404,149,2025-08-06,ganho
48697,17765,79,2024-12-20,ganho
48698,2213,127,2023-02-04,ganho
48699,16292,199,2023-05-18,ganho
48700,718,158,2024-12-14,ganho
48701,7774,175,2023-09-09,cancelado
48702,8445,83,2025-08-21,ganho
48703,17111,20,2022-03-17,ganho
48704,2005,120,2024-07-14,ganho
48705,12796,49,2023-05-23,ganho
48706,16487,31,2022-10-02,ganho
48707,4952,49,2022-05-07,em_negociacao
48708,24118,11,2023-01-29,ganho
48709,24828,9,2022-07-31,ganho
48710,16337,123,2024-02-25,ganho
48711,20433,35,2025-05-11,ganho
48712,15206,143,2025-06-29,ganho
48713,1289,124,2025-07-30,ganho
48714,5984,9,2025-08-01,ganho
48715,12998,4,2022-06-18,ganho
48716,7506,83,2023-09-10,ganho
48717,22934,113,2023-01-18,ganho
48718,8813,53,2024-05-14,ganho
48719,19997,89,2025-03-01,ganho
48720,22680,60,2025-04-28,em_negociacao
48721,19871,33,2025-06-16,ganho
48722,11178,23,2023-12-27,ganho
48723,2231,22,2022-10-08,em_negociacao
48724,8962,145,2024-09-30,ganho
48725,17096,163,2024-03-18,ganho
48726,21358,82,2025-04-22,ganho
48727,10566,74,2025-03-16,ganho
48728,6045,182,2023-12-01,ganho
48729,10495,186,2023-09-18,ganho
48730,1252,1,2023-10-01,ganho
48731,4503,111,2025-04-03,ganho
48732,13096,65,2024-09-19,ganho
48733,4449,114,2024-06-21,em_negociacao
48734,8656,40,2024-02-26,ganho
48735,10392,32,2025-03-13,ganho
48736,13675,97,2024-11-20,ganho
48737,11057,114,2024-09-20,em_negociacao
48738,12208,112,2025-07-16,ganho
48739,5133,193,2022-11-13,ganho
48740,10924,65,2023-05-22,ganho
48741,13404,16,2022-11-27,ganho
48742,21214,131,2022-04-16,ganho
48743,4886,96,2024-04-19,ganho
48744,11103,71,2023-05-20,ganho
48745,2055,186,2025-09-11,ganho
48746,3431,67,2022-11-23,ganho
48747,7928,44,2024-06-17,em_negociacao
48748,8742,165,2024-06-19,ganho
48749,11356,135,2025-01-21,ganho
48750,21784,187,2025-04-21,ganho
48751,13943,166,2025-09-26,ganho
48752,20103,58,2024-02-27,ganho
48753,19442,177,2024-07-03,ganho
48754,10561,104,2024-08-28,em_negociacao
48755,4337,187,2023-09-23,ganho
48756,14841,172,2023-05-02,ganho
48757,16820,78,2024-11-06,ganho
48758,13189,135,2024-04-24,em_negociacao
48759,24239,190,2025-03-28,ganho
48760,5660,12,2022-10-21,ganho
48761,20621,53,2024-03-28,em_negociacao
48762,8866,21,2023-04-22,ganho
48763,10975,160,2023-08-15,ganho
48764,7317,8,2025-09-30,cancelado
48765,19514,46,2023-08-09,em_negociacao
48766,7303,3,2022-10-26,ganho
48767,19951,105,2024-01-07,ganho
48768,6046,182,2024-07-09,ganho
48769,1962,121,2022-12-16,cancelado
48770,15711,87,2023-12-28,ganho
48771,22298,179,2023-08-29,ganho
48772,2228,139,2022-10-18,ganho
48773,7383,79,2022-02-18,ganho
48774,4155,92,2022-01-27,em_negociacao
48775,3373,65,2024-12-16,ganho
48776,17375,1,2024-01-05,ganho
48777,417,108,2023-01-07,ganho
48778,3672,60,2025-04-08,ganho
48779,16964,17,2025-02-28,ganho
48780,20963,190,2023-03-23,ganho
48781,16931,20,2023-05-07,em_negociacao
48782,11594,139,2023-06-18,em_negociacao
48783,24056,36,2024-10-20,ganho
48784,4655,190,2022-04-05,ganho
48785,2381,140,2022-10-22,ganho
48786,20975,40,2022-06-10,em_negociacao
48787,9883,161,2024-06-01,em_negociacao
48788,1646,28,2024-03-10,ganho
48789,21331,185,2022-04-05,em_negociacao
48790,9208,28,2024-03-22,ganho
48791,18540,19,2022-07-31,ganho
48792,4444,41,2022-10-15,ganho
48793,23580,91,2024-12-06,ganho
48794,1302,138,2022-05-03,ganho
48795,24218,90,2025-02-10,em_negociacao
48796,18360,99,2024-04-28,ganho
48797,8088,132,2024-08-26,ganho
48798,2627,72,2023-12-06,ganho
48799,19344,110,2024-12-25,em_negociacao
48800,6952,169,2022-03-29,ganho
48801,13211,35,2023-08-08,ganho
48802,5328,49,2023-06-10,ganho
48803,23881,135,2022-04-29,ganho
48804,17184,182,2025-01-14,em_negociacao
48805,9875,67,2022-06-28,ganho
48806,9874,162,2024-08-26,em_negociacao
48807,20309,82,2025-07-16,ganho
48808,12547,170,2023-06-23,ganho
48809,8280,189,2023-02-16,em_negociacao
48810,12534,137,2023-11-06,ganho
48811,9854,21,2022-01-28,ganho
48812,24570,131,2023-11-19,em_negociacao
48813,5788,152,2025-07-21,ganho
48814,20117,183,2022-11-05,ganho
48815,18436,142,2022-10-22,ganho
48816,2543,90,2025-06-09,cancelado
48817,449,192,2023-06-09,em_negociacao
48818,19163,93,2022-07-31,ganho
48819,12325,25,2022-01-02,ganho
48820,8432,174,2023-11-21,ganho
48821,12613,116,2025-05-31,ganho
48822,23220,143,2024-07-18,ganho
48823,13248,78,2025-09-22,ganho
48824,4180,57,2023-10-09,ganho
48825,14118,64,2022-03-15,ganho
48826,17041,130,2023-09-29,ganho
48827,14220,116,2023-11-01,em_negociacao
48828,7839,186,2025-07-25,em_negociacao
48829,4180,153,2023-11-17,ganho
48830,267,53,2025-03-18,ganho
48831,20504,199,2024-06-06,ganho
48832,2074,175,2024-08-14,ganho
48833,1206,176,2024-07-19,ganho
48834,24975,69,2024-09-08,em_negociacao
48835,11676,80,2023-12-21,ganho
48836,10281,133,2023-01-09,ganho
48837,21283,25,2024-10-29,ganho
48838,13739,190,2023-01-23,em_negociacao
48839,7465,68,2025-09-18,ganho
48840,24294,27,2023-12-27,em_negociacao
48841,24012,57,2022-06-27,ganho
48842,17336,24,2023-04-03,ganho
48843,12927,172,2024-12-09,em_negociacao
48844,4534,116,2023-07-09,ganho
48845,2192,187,2022-12-15,ganho
48846,589,132,2024-01-21,ganho
48847,9011,45,2025-06-23,ganho
48848,13461,89,2023-03-17,ganho
48849,16240,113,2022-06-05,ganho
48850,20882,151,2023-03-28,em_negociacao
48851,2702,137,2023-11-04,em_negociacao
48852,12563,3,2022-07-04,ganho
48853,14152,172,2023-09-14,ganho
48854,14558,75,2025-02-23,em_negociacao
48855,12406,143,2022-07-13,ganho
48856,9675,14,2025-03-12,ganho
48857,10821,37,2023-03-26,ganho
48858,19440,128,2024-05-19,em_negociacao
48859,12380,145,2022-05-31,ganho
48860,3008,111,2025-08-28,cancelado
48861,1331,165,2022-09-10,ganho
48862,12454,150,2022-02-26,ganho
48863,23497,138,2024-05-22,cancelado
48864,18763,5,2025-05-30,ganho
48865,23254,165,2024-10-19,ganho
48866,6325,111,2024-05-26,ganho
48867,12456,130,2024-10-16,cancelado
48868,18114,103,2025-03-14,ganho
48869,5333,198,2024-12-11,em_negociacao
48870,2497,175,2023-07-18,ganho
48871,22106,126,2024-06-25,ganho
48872,1609,48,2024-06-06,ganho
48873,10152,9,2025-07-07,em_negociacao
48874,14260,126,2024-07-08,ganho
48875,16894,130,2025-01-08,ganho
48876,1841,132,2023-01-18,ganho
48877,7533,132,2024-08-27,ganho
48878,20594,30,2023-03-22,ganho
48879,10368,172,2024-04-07,cancelado
48880,23956,149,2024-08-29,em_negociacao
48881,19911,84,2024-05-12,ganho
48882,18847,162,2024-06-07,ganho
48883,10151,107,2023-11-01,ganho
48884,21133,194,2024-07-04,ganho
48885,20677,179,2022-09-20,em_negociacao
48886,17920,108,2024-11-24,ganho
48887,10715,19,2022-10-29,cancelado
48888,5011,77,2023-03-08,ganho
48889,7658,188,2023-09-02,ganho
48890,3370,124,2022-09-23,ganho
48891,13327,107,2022-12-02,em_negociacao
48892,20563,81,2024-07-31,ganho
48893,9565,73,2023-05-29,ganho
48894,20636,20,2023-07-26,ganho
48895,9422,45,2025-05-29,ganho
48896,21938,46,2025-01-13,ganho
48897,2546,88,2024-01-07,em_negociacao
48898,17486,136,2024-04-23,ganho
48899,15631,68,2025-09-09,ganho
48900,12819,94,2022-08-12,em_negociacao
48901,2768,25,2022-07-27,ganho
48902,2979,73,2025-04-15,ganho
48903,22308,94,2025-01-23,em_negociacao
48904,2465,168,2025-07-25,ganho
48905,20007,135,2023-10-15,ganho
48906,17061,66,2025-04-26,ganho
48907,14513,98,2024-12-21,ganho
48908,4021,72,2023-12-16,ganho
48909,12628,7,2023-09-24,ganho
48910,4760,85,2025-04-03,ganho
48911,9890,130,2024-02-05,ganho
48912,17724,74,2022-04-26,ganho
48913,24640,67,2024-03-09,ganho
48914,4664,166,2024-09-09,ganho
48915,5756,121,2022-03-22,em_negociacao
48916,21265,3,2024-07-27,ganho
48917,5418,59,2024-02-18,em_negociacao
48918,6058,195,2024-12-23,em_negociacao
48919,14198,171,2023-10-30,em_negociacao
48920,5993,116,2022-03-08,ganho
48921,23343,18,2025-02-26,ganho
48922,12622,141,2025-07-27,ganho
48923,14928,16,2024-08-10,ganho
48924,14761,143,2025-03-15,ganho
48925,20127,17,2023-08-16,ganho
48926,20289,88,2024-02-11,ganho
48927,455,74,2022-01-07,ganho
48928,18079,100,2023-12-02,ganho
48929,12059,118,2024-02-07,ganho
48930,17668,101,2022-12-14,ganho
48931,18552,51,2023-01-22,ganho
48932,15721,174,2025-07-09,ganho
48933,414,17,2024-03-19,ganho
48934,1218,111,2022-04-04,em_negociacao
48935,21423,188,2025-08-10,ganho
48936,2130,22,2023-04-25,ganho
48937,3367,1,2025-03-31,ganho
48938,20844,129,2025-08-14,ganho
48939,13272,199,2024-10-24,ganho
48940,11451,98,2022-08-20,em_negociacao
48941,23773,125,2022-07-09,ganho
48942,10192,147,2022-01-17,ganho
48943,18079,194,2025-01-01,ganho
48944,16092,83,2022-06-15,em_negociacao
48945,17132,130,2025-06-30,ganho
48946,16875,173,2022-12-27,em_negociacao
48947,8227,74,2022-01-01,ganho
48948,15986,141,2025-04-06,ganho
48949,4944,155,2022-06-03,em_negociacao
48950,21975,131,2024-10-11,ganho
48951,4686,123,2024-04-28,ganho
48952,1587,5,2025-07-12,ganho
48953,1825,84,2022-05-07,ganho
48954,7550,86,2022-08-18,ganho
48955,4087,1,2022-10-06,ganho
48956,2122,136,2023-11-01,ganho
48957,14027,125,2022-10-25,ganho
48958,15941,182,2023-08-09,ganho
48959,18678,19,2023-01-22,em_negociacao
48960,17604,98,2025-07-06,ganho
48961,5512,125,2024-09-08,ganho
48962,3048,146,2023-09-29,ganho
48963,2209,112,2022-03-20,cancelado
48964,22189,30,2022-11-28,em_negociacao
48965,17462,100,2023-02-03,cancelado
48966,15348,33,2022-03-08,ganho
48967,1387,82,2025-06-17,ganho
48968,5152,182,2024-12-25,ganho
48969,24675,195,2022-07-12,ganho
48970,4641,131,2023-05-03,ganho
48971,4389,170,2022-08-05,ganho
48972,16210,163,2022-03-27,cancelado
48973,2474,68,2023-05-04,em_negociacao
48974,8000,176,2022-09-18,ganho
48975,22949,193,2025-07-30,ganho
48976,24861,172,2025-07-15,em_negociacao
48977,4987,90,2025-08-18,ganho
48978,9080,147,2022-07-28,ganho
48979,16969,59,2022-11-03,cancelado
48980,22452,155,2023-07-04,ganho
48981,15264,88,2022-02-23,ganho
48982,16972,118,2025-03-29,ganho
48983,18606,29,2022-11-25,ganho
48984,95,166,2025-05-25,cancelado
48985,8417,7,2024-10-19,ganho
48986,11265,106,2023-10-23,cancelado
48987,24032,90,2022-12-19,ganho
48988,4577,4,2024-07-07,ganho
48989,18735,148,2024-11-07,ganho
48990,22040,196,2023-03-24,ganho
48991,9851,156,2022-09-03,ganho
48992,22883,117,2023-12-12,ganho
48993,7454,16,2024-10-02,ganho
48994,22230,2,2024-03-30,ganho
48995,20620,6,2024-06-17,ganho
48996,23586,32,2024-10-06,ganho
48997,15323,178,2023-07-23,ganho
48998,12676,198,2023-11-04,ganho
48999,3581,114,2025-06-19,cancelado
49000,19439,62,2024-02-07,ganho
49001,24884,175,2023-06-23,em_negociacao
49002,6529,59,2024-03-17,em_negociacao
49003,749,110,2024-05-29,ganho
49004,17310,94,2022-01-02,em_negociacao
49005,9978,87,2025-04-29,ganho
49006,20701,176,2023-08-13,cancelado
49007,22651,71,2025-07-23,ganho
49008,1714,44,2023-03-05,ganho
49009,16302,199,2023-12-19,ganho
49010,17285,90,2024-04-25,ganho
49011,16482,101,2024-12-27,ganho
49012,10894,193,2024-04-24,em_negociacao
49013,20176,33,2024-10-09,ganho
49014,13191,140,2025-03-21,ganho
49015,5449,197,2023-08-23,ganho
49016,23113,71,2024-08-07,ganho
49017,3879,103,2022-05-19,ganho
49018,7254,89,2022-12-07,ganho
49019,24044,6,2025-02-01,em_negociacao
49020,9411,63,2024-02-05,ganho
49021,24336,155,2025-06-17,ganho
49022,24649,79,2025-05-26,ganho
49023,10830,37,2023-12-08,ganho
49024,17654,171,2022-06-22,ganho
49025,16043,104,2022-11-29,ganho
49026,13603,94,2022-04-22,ganho
49027,15969,166,2025-08-28,ganho
49028,9882,193,2025-08-09,ganho
49029,20242,131,2023-04-03,ganho
49030,18629,104,2024-12-27,ganho
49031,10261,184,2022-12-13,ganho
49032,14713,170,2024-12-24,ganho
49033,23849,15,2023-12-19,ganho
49034,12818,7,2022-04-29,ganho
49035,13114,1,2023-08-30,ganho
49036,17940,64,2024-02-06,ganho
49037,5411,82,2024-06-28,ganho
49038,21941,183,2024-03-09,ganho
49039,17331,72,2025-05-09,ganho
49040,2472,119,2024-09-26,ganho
49041,10755,46,2022-10-01,ganho
49042,3911,5,2022-04-14,em_negociacao
49043,17545,13,2024-07-11,em_negociacao
49044,22681,121,2025-07-14,ganho
49045,18964,16,2022-12-19,ganho
49046,7561,9,2025-01-31,em_negociacao
49047,16905,74,2023-07-28,em_negociacao
49048,4510,43,2022-10-08,em_negociacao
49049,11792,179,2022-06-26,ganho
49050,9653,103,2022-01-09,ganho
49051,8804,183,2022-01-25,em_negociacao
49052,14487,88,2022-03-13,ganho
49053,7058,154,2023-05-02,ganho
49054,21075,161,2022-07-02,ganho
49055,5470,142,2022-07-30,ganho
49056,1842,19,2024-12-08,ganho
49057,22186,37,2024-04-16,em_negociacao
49058,1823,91,2025-04-21,em_negociacao
49059,14221,194,2025-05-05,ganho
49060,22010,130,2023-10-18,ganho
49061,14228,177,2024-02-20,ganho
49062,3419,46,2023-06-07,em_negociacao
49063,2641,142,2024-03-25,ganho
49064,21868,28,2024-10-14,em_negociacao
49065,6961,98,2022-08-18,ganho
49066,22532,105,2022-10-14,ganho
49067,22801,41,2025-05-02,ganho
49068,13507,62,2023-07-31,ganho
49069,20145,1,2024-07-29,ganho
49070,21312,76,2024-05-18,ganho
49071,3791,84,2023-06-10,ganho
49072,22135,143,2022-06-13,ganho
49073,9070,193,2024-07-06,ganho
49074,3579,177,2024-08-29,cancelado
49075,2928,166,2024-07-31,em_negociacao
49076,13540,35,2023-07-22,ganho
49077,9285,42,2024-09-18,em_negociacao
49078,3501,11,2023-10-04,ganho
49079,4408,127,2022-08-03,em_negociacao
49080,24908,43,2024-09-26,ganho
49081,5875,140,2023-10-27,ganho
49082,13752,83,2022-06-11,ganho
49083,12619,181,2023-09-23,ganho
49084,17432,41,2022-06-24,ganho
49085,23737,171,2025-06-14,ganho
49086,13803,157,2022-11-17,ganho
49087,22881,141,2025-05-10,cancelado
49088,2272,91,2022-04-15,ganho
49089,17990,64,2022-04-06,ganho
49090,23717,18,2025-07-04,em_negociacao
49091,15668,162,2025-08-30,ganho
49092,18275,176,2025-07-12,ganho
49093,24012,164,2022-12-25,ganho
49094,99,147,2022-10-26,ganho
49095,9574,188,2022-10-18,ganho
49096,9710,135,2024-07-14,em_negociacao
49097,7982,170,2024-01-21,ganho
49098,8727,45,2022-12-20,ganho
49099,21037,72,2025-09-04,ganho
49100,3499,13,2023-07-07,ganho
49101,635,78,2023-05-18,ganho
49102,22833,77,2023-03-25,em_negociacao
49103,23847,193,2025-02-14,ganho
49104,19662,90,2024-07-01,ganho
49105,3304,98,2025-09-01,ganho
49106,1654,51,2025-04-25,ganho
49107,620,95,2022-11-11,ganho
49108,4744,28,2023-03-07,ganho
49109,10179,72,2022-02-08,ganho
49110,10595,183,2022-01-23,ganho
49111,9177,138,2025-09-09,ganho
49112,7886,117,2024-03-27,ganho
49113,24529,9,2025-08-12,em_negociacao
49114,9804,53,2024-08-08,ganho
49115,6934,193,2022-09-30,ganho
49116,16204,153,2025-06-30,ganho
49117,12722,67,2024-08-23,ganho
49118,17354,1,2022-11-04,em_negociacao
49119,24643,143,2023-07-08,ganho
49120,18588,198,2023-03-18,ganho
49121,24479,155,2022-10-13,cancelado
49122,23692,180,2025-01-01,ganho
49123,4802,177,2025-08-14,ganho
49124,23950,63,2025-03-05,ganho
49125,4969,181,2022-06-14,ganho
49126,19937,200,2023-04-30,ganho
49127,19113,128,2022-06-08,ganho
49128,9808,160,2023-01-12,ganho
49129,8876,51,2025-02-24,ganho
49130,5962,192,2024-01-04,ganho
49131,12078,114,2024-12-20,em_negociacao
49132,1591,40,2022-11-09,ganho
49133,6599,183,2024-10-07,em_negociacao
49134,17581,20,2025-06-02,ganho
49135,17530,74,2022-07-23,ganho
49136,6161,120,2023-05-23,ganho
49137,12249,45,2024-07-12,ganho
49138,15134,165,2025-07-18,ganho
49139,14380,181,2024-06-19,ganho
49140,22979,108,2025-09-14,ganho
49141,5570,183,2022-09-16,ganho
49142,20396,88,2025-04-24,ganho
49143,22589,132,2024-07-07,ganho
49144,665,183,2022-04-02,ganho
49145,19061,4,2024-04-23,ganho
49146,22518,138,2023-02-24,em_negociacao
49147,7529,123,2025-03-26,ganho
49148,19875,194,2025-02-07,ganho
49149,18611,7,2025-05-25,ganho
49150,23729,168,2023-10-30,ganho
49151,199,154,2024-09-09,ganho
49152,9986,54,2022-02-02,ganho
49153,13297,56,2024-07-03,ganho
49154,23850,134,2025-02-14,em_negociacao
49155,2582,32,2023-08-29,ganho
49156,15158,188,2022-05-20,em_negociacao
49157,4694,142,2022-11-21,em_negociacao
49158,2907,122,2024-08-31,ganho
49159,14189,164,2022-02-07,ganho
49160,14782,194,2024-11-05,ganho
49161,22720,164,2023-02-19,ganho
49162,17792,109,2024-07-27,ganho
49163,1170,138,2022-08-22,ganho
49164,14981,113,2022-03-12,ganho
49165,10906,42,2024-08-27,ganho
49166,24347,116,2022-11-08,ganho
49167,10493,67,2025-06-07,ganho
49168,15881,127,2022-03-12,ganho
49169,13460,180,2024-02-01,ganho
49170,2805,175,2024-01-31,em_negociacao
49171,6155,29,2023-07-16,ganho
49172,22491,37,2022-11-23,ganho
49173,1596,138,2023-08-08,em_negociacao
49174,12049,113,2023-04-24,ganho
49175,19172,109,2025-06-18,ganho
49176,6189,171,2022-12-04,ganho
49177,18627,115,2022-04-24,ganho
49178,20277,108,2023-03-30,em_negociacao
49179,12591,166,2023-08-08,ganho
49180,3724,129,2024-08-21,ganho
49181,20244,133,2023-03-03,ganho
49182,10782,96,2023-10-09,em_negociacao
49183,17084,34,2022-04-19,ganho
49184,4140,117,2023-01-27,ganho
49185,13710,169,2022-09-15,ganho
49186,14459,180,2024-09-02,ganho
49187,16010,47,2024-03-17,ganho
49188,20096,110,2023-05-24,em_negociacao
49189,8319,29,2024-06-19,ganho
49190,7548,104,2024-02-03,ganho
49191,15753,161,2025-06-19,ganho
49192,21049,153,2023-05-25,ganho
49193,6987,148,2025-01-03,em_negociacao
49194,21824,26,2025-08-30,ganho
49195,9352,184,2023-03-07,em_negociacao
49196,5463,51,2022-07-31,ganho
49197,13255,146,2022-02-09,ganho
49198,2652,69,2022-04-06,ganho
49199,22429,67,2023-01-31,em_negociacao
49200,6967,85,2025-06-03,ganho
49201,20851,121,2023-05-04,em_negociacao
49202,18762,39,2022-08-26,ganho
49203,18828,200,2025-02-13,ganho
49204,22652,10,2023-11-23,ganho
49205,18002,185,2024-07-06,ganho
49206,2481,35,2023-12-10,ganho
49207,11566,57,2022-11-30,ganho
49208,12947,104,2025-04-17,ganho
49209,1844,93,2023-04-25,ganho
49210,22191,57,2025-01-26,ganho
49211,21786,97,2023-05-21,ganho
49212,11748,24,2022-03-18,ganho
49213,20217,196,2023-01-04,ganho
49214,23047,115,2025-05-25,ganho
49215,23807,178,2025-05-08,ganho
49216,16096,107,2022-06-25,cancelado
49217,9111,45,2023-08-08,ganho
49218,11771,50,2024-01-13,ganho
49219,24391,22,2023-04-09,em_negociacao
49220,24656,137,2025-06-15,ganho
49221,9477,40,2025-03-04,ganho
49222,4086,134,2024-05-26,ganho
49223,16593,10,2023-10-20,ganho
49224,390,149,2022-01-12,ganho
49225,23577,54,2024-04-19,ganho
49226,11063,73,2024-09-14,ganho
49227,18720,125,2023-01-14,ganho
49228,3777,98,2023-05-14,em_negociacao
49229,24825,102,2024-10-16,ganho
49230,2674,91,2023-09-22,ganho
49231,11775,153,2024-09-14,ganho
49232,17468,135,2023-04-27,ganho
49233,13767,186,2025-06-04,ganho
49234,12167,86,2025-03-08,ganho
49235,13008,161,2022-12-14,ganho
49236,22129,50,2024-08-24,ganho
49237,7775,141,2023-09-04,ganho
49238,17059,18,2024-03-23,em_negociacao
49239,7438,21,2022-05-19,ganho
49240,5474,154,2024-04-30,em_negociacao
49241,17584,146,2023-02-07,ganho
49242,6799,197,2025-07-28,cancelado
49243,24892,106,2024-09-19,ganho
49244,9450,68,2024-05-29,ganho
49245,22720,91,2022-02-17,ganho
49246,2662,47,2025-09-26,ganho
49247,9183,146,2023-03-21,ganho
49248,19942,107,2022-06-02,ganho
49249,9604,101,2023-08-23,ganho
49250,18164,98,2022-10-28,ganho
49251,13002,89,2023-06-20,ganho
49252,13047,140,2024-05-02,ganho
49253,12456,113,2022-09-25,em_negociacao
49254,24954,32,2023-09-03,em_negociacao
49255,4002,141,2025-01-29,ganho
49256,23472,41,2024-08-25,ganho
49257,18661,33,2025-09-15,ganho
49258,1724,57,2024-06-07,em_negociacao
49259,11960,35,2022-01-08,ganho
49260,738,171,2022-12-26,ganho
49261,17869,41,2025-06-08,em_negociacao
49262,24160,182,2024-09-26,ganho
49263,6473,157,2022-05-07,ganho
49264,2274,200,2023-12-06,ganho
49265,11828,46,2024-08-11,ganho
49266,7200,141,2022-05-11,ganho
49267,18260,25,2022-07-07,ganho
49268,23103,157,2022-07-30,ganho
49269,17450,13,2024-07-29,ganho
49270,10672,11,2024-02-13,ganho
49271,4602,169,2024-03-05,ganho
